Grupo,Asignatura,Profesor,Edificio,Salon,Lun,Mar,Mie,Jue,Vie
4CV1,TEORIA DE LA COMPUTACION,MOSCOSO MALAGON YOSAFAT,2,003,20:00-21:30,,20:00-21:30,20:00-21:30,
4CV1,PROBABILIDAD Y ESTADISTICA,MONTIEL SANCHEZ ANGEL SALVADOR,2,003,18:30-20:00,16:30-18:00,,18:30-20:00,
4CV1,MATEMATICAS AVANZADAS PARA LA INGENIERIA,FLORES MERAZ YESICA SONIA,2,003,16:30-18:00,,16:30-18:00,16:30-18:00,
4CV1,DISEÑO DE SISTEMAS DIGITALES,PASTRANA FERNANDEZ CARLOS JESUS,2,003,15:00-16:30,,,15:00-16:30,16:30-18:00
4CV1,ELECTRONICA ANALOGICA,VAZQUEZ ORTIZ MIJAIL,2,003,,15:00-16:30,15:00-16:30,,15:00-16:30
4CV1,TECNOLOGIAS PARA DESARROLLO DE APLICACIONES WEB,VELEZ SALDAÑA ULISES,2,003,13:30-15:00,13:30-15:00,,13:30-15:00,
4CV1,SISTEMAS OPERATIVOS,SALAS RAMIREZ ISRAEL,2,003,,18:30-20:00,18:30-20:00,,18:30-20:00
4CV2,TEORIA DE LA COMPUTACION,CAMACHO VAZQUEZ VANESSA ALEJANDRA,2,004,13:30-15:00,13:30-15:00,,13:30-15:00,
4CV2,MATEMATICAS AVANZADAS PARA LA INGENIERIA,MARTINEZ NUÑO JESUS ALFREDO,2,004,18:30-20:00,16:30-18:00,,18:30-20:00,
4CV2,DISEÑO DE SISTEMAS DIGITALES,POR DEFINIR,2,004,,15:00-16:30,15:00-16:30,,15:00-16:30
4CV2,ELECTRONICA ANALOGICA,HERNANDEZ AGUILAR JOSE LUIS,2,004,16:30-18:00,,16:30-18:00,16:30-18:00,
4CV2,TECNOLOGIAS PARA DESARROLLO DE APLICACIONES WEB,MORALES GUITRON SANDRA LUZ,2,004,15:00-16:30,,,15:00-16:30,16:30-18:00
4CV2,SISTEMAS OPERATIVOS,JIMENEZ BENITEZ JOSE ALFREDO,2,004,20:00-21:30,,20:00-21:30,20:00-21:30,
4CV3,TEORIA DE LA COMPUTACION,CAMACHO VAZQUEZ VANESSA ALEJANDRA,2,005,15:00-16:30,,,15:00-16:30,16:30-18:00
4CV3,PROBABILIDAD Y ESTADISTICA,RODRIGUEZ VILLARREAL JOSE GREGORIO,2,005,20:00-21:30,,20:00-21:30,20:00-21:30,
4CV3,DISEÑO DE SISTEMAS DIGITALES,LOPEZ LEYVA LUIS OCTAVIO,2,005,,18:30-20:00,18:30-20:00,,18:30-20:00
4CV3,ELECTRONICA ANALOGICA,MARTINEZ GUERRERO JOSE ALFREDO,2,005,18:30-20:00,16:30-18:00,,18:30-20:00,
4CV3,TECNOLOGIAS PARA DESARROLLO DE APLICACIONES WEB,SOTO RAMOS MANUEL ALEJANDRO,2,005,,15:00-16:30,15:00-16:30,,15:00-16:30
4CV3,SISTEMAS OPERATIVOS,PEREZ DE LOS SANTOS MONDRAGON TANIBET,2,005,13:30-15:00,13:30-15:00,,13:30-15:00,
4CV4,TEORIA DE LA COMPUTACION,HURTADO AVILÉS GABRIEL,2,006,,15:00-16:30,15:00-16:30,,15:00-16:30
4CV4,PROBABILIDAD Y ESTADISTICA,LEAL PACHECO CHRISTIAN RENE,2,006,20:00-21:30,,20:00-21:30,20:00-21:30,
4CV4,MATEMATICAS AVANZADAS PARA LA INGENIERIA,CEBALLOS SEBASTIAN RICARDO,2,006,13:30-15:00,13:30-15:00,,13:30-15:00,
4CV4,DISEÑO DE SISTEMAS DIGITALES,LOPEZ LEYVA LUIS OCTAVIO,2,006,18:30-20:00,16:30-18:00,,18:30-20:00,
4CV4,ELECTRONICA ANALOGICA,MARTINEZ GUERRERO JOSE ALFREDO,2,006,,18:30-20:00,18:30-20:00,,18:30-20:00
4CV4,TECNOLOGIAS PARA DESARROLLO DE APLICACIONES WEB,SALINAS CALLEJAS MARÍA DE LOURDES,2,006,16:30-18:00,,16:30-18:00,16:30-18:00,
4CV4,SISTEMAS OPERATIVOS,JIMENEZ BENITEZ JOSE ALFREDO,2,006,15:00-16:30,,,15:00-16:30,16:30-18:00
4CV5,PROBABILIDAD Y ESTADISTICA,SANTIAGO VALENTIN ERIC,2,202,15:00-16:30,,,15:00-16:30,16:30-18:00
4CV5,MATEMATICAS AVANZADAS PARA LA INGENIERIA,LEAL PACHECO CHRISTIAN RENE,2,007,18:30-20:00,16:30-18:00,,18:30-20:00,
